#,DATE,Scrip,LTP*,High,Low,Open,Close,YCP,Trade,VALUE (mn),Volume,Date,Breakout,Bullish,Bearish,MonthlyReturn,DailyReturn
393,2025-10-22,TB10Y0127,0,0,0,0,96.95,96.9,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
394,2025-10-22,TB10Y0130,0,0,0,0,98.65,98.66,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
395,2025-10-22,TB10Y0132,0,0,0,0,88.5,88.5,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
396,2025-10-22,TB10Y0135,0,0,0,0,115.13,115.2,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
397,2025-10-22,TB10Y0231,0,0,0,0,85.39,85.41,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
398,2025-10-22,TB10Y0234,0,0,0,0,113.73,113.66,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
399,2025-10-22,TB10Y0333,0,0,0,0,93.99,93.95,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
400,2025-10-22,TB10Y0335,0,0,0,0,115.06,115.12,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
401,2025-10-22,TB10Y0429,0,0,0,0,94.92,94.31,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
402,2025-10-22,TB10Y0434,0,0,0,0,114.71,114.71,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
403,2025-10-22,TB10Y0530,0,0,0,0,97.01,97.05,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
404,2025-10-22,TB10Y0531,0,0,0,0,83.96,83.97,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
405,2025-10-22,TB10Y0532,0,0,0,0,92.34,92.34,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
406,2025-10-22,TB10Y0535,0,0,0,0,114.11,114.17,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
407,2025-10-22,TB10Y0628,0,0,0,0,95.46,94.93,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
408,2025-10-22,TB10Y0629,0,0,0,0,96.78,96.37,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
409,2025-10-22,TB10Y0630,0,0,0,0,96.64,96.68,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
410,2025-10-22,TB10Y0632,0,0,0,0,92.76,92.74,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
411,2025-10-22,TB10Y0634,0,0,0,0,117.75,117.85,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
412,2025-10-22,TB10Y0726,0,0,0,0,98.74,98.71,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
413,2025-10-22,TB10Y0730,0,0,0,0,93.69,93.73,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
414,2025-10-22,TB10Y0731,0,0,0,0,81.81,81.82,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
415,2025-10-22,TB10Y0735,0,0,0,0,105.47,105.52,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
416,2025-10-22,TB10Y0829,0,0,0,0,99.24,99.05,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
417,2025-10-22,TB10Y0833,0,0,0,0,97.78,97.73,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
418,2025-10-22,TB10Y0932,0,0,0,0,92.56,92.54,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
419,2025-10-22,TB10Y1027,0,0,0,0,95.66,95.44,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
420,2025-10-22,TB10Y1030,0,0,0,0,84.63,84.66,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
421,2025-10-22,TB10Y1031,0,0,0,0,87.53,87.54,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
422,2025-10-22,TB10Y1128,0,0,0,0,93.9,93.1,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
423,2025-10-22,TB10Y1229,0,0,0,0,98.98,98.98,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
424,2025-10-22,TB10Y1232,0,0,0,0,93.52,93.49,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
425,2025-10-22,TB15Y0127,0,0,0,0,102.35,102.31,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
426,2025-10-22,TB15Y0128,0,0,0,0,105.39,105.08,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
427,2025-10-22,TB15Y0129,0,0,0,0,107.47,106.65,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
428,2025-10-22,TB15Y0226,0,0,0,0,99.92,99.88,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
429,2025-10-22,TB15Y0227,0,0,0,0,102.64,102.59,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
430,2025-10-22,TB15Y0228,0,0,0,0,105.8,105.44,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
431,2025-10-22,TB15Y0229,0,0,0,0,107.34,106.58,0,0,0,2025-10-22,FALSE,FALSE,FALSE,NA,NA
